iter	Passed	Remaining
160	2018	10519
161	2031	10507
162	2045	10503
163	2059	10500
164	2073	10494
165	2087	10487
166	2100	10476
167	2113	10464
168	2126	10458
169	2152	10511
170	2165	10499
171	2178	10487
172	2192	10480
173	2205	10467
174	2218	10457
175	2233	10457
176	2246	10447
177	2259	10434
178	2269	10411
179	2281	10393
180	2292	10373
181	2304	10358
182	2315	10339
183	2327	10322
184	2339	10304
185	2350	10287
186	2362	10270
187	2374	10257
188	2387	10244
189	2399	10228
190	2410	10210
191	2423	10196
192	2433	10174
193	2444	10155
194	2455	10136
195	2466	10117
196	2478	10102
197	2488	10080
198	2499	10062
199	2510	10040
200	2521	10025
201	2533	10008
202	2545	9993
203	2558	9982
204	2570	9968
205	2582	9953
206	2593	9934
207	2605	9919
208	2615	9899
209	2627	9885
210	2639	9870
211	2651	9853
212	2662	9836
213	2674	9822
214	2686	9809
215	2698	9795
216	2711	9783
217	2722	9766
218	2733	9747
219	2743	9725
220	2753	9704
221	2764	9686
222	2775	9671
223	2787	9655
224	2798	9638
225	2809	9621
226	2821	9607
227	2832	9591
228	2843	9575
229	2856	9561
230	2869	9552
231	2881	9539
232	2894	9529
233	2908	9521
234	2921	9509
235	2933	9496
236	2944	9479
237	2956	9464
238	2969	9455
239	2981	9441
240	2993	9426
241	3005	9413
242	3016	9398
243	3027	9381
244	3038	9364
245	3050	9349
246	3063	9340
247	3075	9326
248	3088	9316
249	3102	9306
250	3115	9295
251	3128	9286
252	3141	9275
253	3154	9265
254	3167	9254
255	3179	9240
256	3192	9228
257	3204	9216
258	3216	9202
259	3227	9185
260	3238	9169
261	3249	9153
262	3263	9145
263	3275	9131
264	3289	9122
265	3302	9111
266	3315	9102
267	3328	9092
268	3341	9081
269	3354	9069
270	3367	9057
271	3379	9045
272	3390	9029
273	3403	9017
274	3415	9003
275	3426	8988
276	3438	8974
277	3450	8961
278	3463	8949
279	3476	8938
280	3489	8929
281	3505	8924
282	3518	8915
283	3533	8908
284	3549	8903
285	3559	8886
286	3570	8870
287	3582	8855
288	3593	8840
289	3604	8823
290	3614	8807
291	3625	8791
292	3637	8776
293	3647	8759
294	3659	8744
295	3669	8727
296	3680	8712
297	3691	8695
298	3700	8675
299	3709	8656
300	3718	8635
301	3727	8614
302	3736	8594
303	3745	8575
304	3755	8557
305	3765	8540
306	3775	8523
307	3786	8507
308	3798	8495
309	3810	8481
310	3822	8469
311	3834	8454
312	3847	8444
313	3859	8432
314	3870	8417
315	3881	8402
316	3893	8388
317	3904	8374
318	3916	8360
319	3929	8349
320	3941	8338
321	3953	8324
322	3965	8311
323	3976	8297
324	3988	8282
325	3999	8269
326	4010	8253
327	4069	8337
328	4086	8335
329	4104	8333
330	4122	8331
331	4139	8328
332	4156	8326
333	4173	8322
334	4189	8315
335	4205	8310
336	4218	8299
337	4230	8286
338	4243	8273
339	4256	8262
340	4270	8252
341	4284	8244
342	4300	8237
343	4314	8228
344	4329	8219
345	4343	8210
346	4357	8199
347	4371	8189
348	4384	8178
349	4396	8164
350	4410	8154
351	4423	8142
352	4435	8129
353	4448	8117
354	4462	8107
355	4475	8096
356	4487	8083
357	4499	8068
358	4509	8052
359	4523	8041
360	4534	8026
361	4545	8010
362	4556	7996
363	4568	7981
364	4579	7967
365	4592	7955
366	4604	7941
367	4616	7927
368	4628	7914
369	4640	7901
370	4652	7887
371	4664	7874
372	4675	7859
373	4687	7845
374	4701	7836
375	4712	7820
376	4726	7809
377	4737	7795
378	4747	7778
379	4757	7762
380	4768	7747
381	4780	7734
382	4792	7720
383	4804	7707
384	4818	7697
385	4829	7682
386	4842	7669
387	4854	7657
388	4870	7649
389	4883	7637
390	4896	7626
391	4907	7612
392	4919	7598
393	4932	7586
394	4946	7575
395	4959	7563
396	4971	7551
397	4983	7538
398	4995	7524
399	5007	7511
400	5019	7497
401	5030	7482
402	5042	7469
403	5053	7455
404	5066	7443
405	5077	7428
406	5089	7416
407	5101	7401
408	5111	7386
409	5123	7372
410	5135	7359
411	5147	7346
412	5159	7332
413	5170	7317
414	5181	7304
415	5193	7291
416	5205	7277
417	5216	7263
418	5230	7252
419	5242	7239
420	5254	7226
421	5266	7213
422	5277	7199
423	5289	7185
424	5301	7172
425	5313	7159
426	5326	7147
427	5337	7133
428	5348	7119
429	5360	7105
430	5371	7091
431	5382	7077
432	5394	7063
433	5406	7050
434	5418	7037
435	5429	7023
436	5441	7010
437	5453	6997
438	5464	6982
439	5474	6967
440	5485	6953
441	5497	6939
442	5509	6927
443	5522	6915
444	5533	6901
445	5546	6889
446	5558	6876
447	5618	6922
448	5637	6918
449	5658	6916
450	5680	6914
451	5693	6902
452	5703	6887
453	5715	6874
454	5727	6860
455	5739	6846
456	5750	6832
457	5761	6818
458	5772	6804
459	5783	6789
460	5795	6775
461	5805	6760
462	5815	6745
463	5826	6730
464	5837	6716
465	5848	6701
466	5859	6687
467	5870	6673
468	5881	6659
469	5892	6644
470	5903	6630
471	5917	6619
472	5928	6605
473	5939	6591
474	5950	6576
475	5962	6563
476	5973	6549
477	5985	6535
478	5995	6521
479	6007	6508
480	6018	6494
481	6031	6481
482	6043	6469
483	6055	6455
484	6067	6442
485	6079	6429
486	6090	6416
487	6101	6401
488	6113	6388
489	6125	6375
490	6136	6361
491	6147	6347
492	6159	6334
493	6170	6320
494	6183	6308
495	6194	6294
496	6206	6280
497	6217	6267
498	6229	6254
499	6241	6241
500	6251	6226
501	6262	6212
502	6274	6199
503	6286	6186
504	6298	6173
505	6310	6160
506	6321	6147
507	6333	6133
508	6344	6120
509	6356	6107
510	6368	6093
511	6379	6080
512	6392	6068
513	6406	6057
514	6418	6044
515	6432	6034
516	6447	6023
517	6460	6011
518	6473	5999
519	6485	5986
520	6497	5973
521	6509	5961
522	6520	5947
523	6532	5934
524	6545	5921
525	6558	5910
526	6572	5899
527	6586	5887
528	6600	5877
529	6613	5864
530	6625	5851
531	6636	5837
532	6647	5823
533	6657	5809
534	6669	5796
535	6679	5781
536	6690	5768
537	6702	5755
538	6713	5741
539	6724	5728
540	6735	5714
541	6745	5700
542	6757	5687
543	6770	5675
544	6781	5661
545	6792	5647
546	6802	5633
547	6814	5620
548	6826	5608
549	6838	5595
550	6849	5581
551	6861	5569
552	6872	5555
553	6883	5541
554	6896	5529
555	6908	5516
556	6918	5502
557	6929	5489
558	6942	5476
559	6953	5463
560	6966	5451
561	6978	5438
562	6989	5425
563	7002	5413
564	7014	5400
565	7027	5388
566	7038	5375
567	7050	5361
568	7061	5348
569	7072	5335
570	7083	5322
571	7095	5309
572	7107	5296
573	7117	5282
574	7129	5269
575	7141	5256
576	7151	5243
577	7162	5229
578	7173	5215
579	7184	5202
580	7195	5189
581	7205	5175
582	7216	5161
583	7227	5148
584	7239	5135
585	7251	5123
586	7262	5109
587	7274	5096
588	7285	5083
589	7298	5072
590	7311	5059
591	7326	5049
592	7337	5035
593	7348	5022
594	7361	5010
595	7373	4997
596	7385	4985
597	7398	4973
598	7410	4961
599	7423	4949
600	7436	4937
601	7448	4924
602	7461	4912
603	7472	4898
604	7484	4886
605	7496	4874
606	7507	4860
607	7519	4848
608	7531	4835
609	7544	4823
610	7556	4811
611	7569	4799
612	7581	4786
613	7592	4773
614	7605	4761
615	7617	4748
616	7629	4736
617	7642	4723
618	7653	4710
619	7668	4699
620	7680	4687
621	7691	4674
622	7701	4660
623	7712	4647
624	7725	4635
625	7738	4623
626	7749	4610
627	7761	4597
628	7773	4584
629	7783	4571
630	7795	4558
631	7807	4545
632	7818	4532
633	7830	4520
634	7842	4507
635	7852	4494
636	7864	4481
637	7876	4469
638	7889	4457
639	7900	4443
640	7910	4430
641	7922	4418
642	7934	4405
643	7946	4392
644	7956	4379
645	7968	4366
646	7979	4353
647	7990	4340
648	8001	4327
649	8013	4314
650	8027	4303
651	8038	4290
652	8049	4277
653	8061	4264
654	8073	4252
655	8085	4240
656	8097	4227
657	8108	4214
658	8120	4201
659	8131	4188
660	8141	4175
661	8154	4163
662	8166	4151
663	8178	4138
664	8188	4125
665	8200	4112
666	8212	4099
667	8223	4087
668	8234	4074
669	8245	4061
670	8257	4048
671	8268	4035
672	8279	4022
673	8291	4010
674	8303	3998
675	8316	3986
676	8326	3972
677	8337	3959
678	8350	3947
679	8360	3934
680	8372	3921
681	8382	3908
682	8394	3895
683	8405	3883
684	8417	3870
685	8429	3858
686	8441	3845
687	8452	3833
688	8464	3820
689	8475	3807
690	8487	3795
691	8499	3782
692	8510	3770
693	8524	3758
694	8539	3747
695	8553	3735
696	8566	3723
697	8579	3712
698	8593	3700
699	8605	3688
700	8618	3675
701	8629	3663
702	8643	3651
703	8658	3640
704	8673	3629
705	8687	3617
706	8699	3605
707	8710	3592
708	8722	3580
709	8734	3567
710	8747	3555
711	8761	3543
712	8775	3532
713	8787	3519
714	8798	3506
715	8810	3494
716	8821	3481
717	8832	3468
718	8844	3456
719	8855	3443
720	8866	3431
721	8876	3417
722	8888	3405
723	8899	3392
724	8911	3380
725	8921	3367
726	8933	3354
727	8946	3342
728	8957	3329
729	8969	3317
730	8980	3304
731	8990	3291
732	9001	3278
733	9013	3266
734	9025	3253
735	9036	3241
736	9048	3229
737	9060	3216
738	9073	3204
739	9085	3192
740	9097	3179
741	9110	3167
742	9122	3155
743	9134	3143
744	9151	3132
745	9165	3120
746	9176	3108
747	9188	3095
748	9200	3083
749	9212	3070
750	9224	3058
751	9235	3045
752	9246	3033
753	9258	3020
754	9270	3008
755	9282	2996
756	9294	2983
757	9308	2971
758	9321	2959
759	9333	2947
760	9343	2934
761	9363	2924
762	9381	2914
763	9399	2903
764	9416	2892
765	9429	2880
766	9443	2868
767	9457	2857
768	9471	2845
769	9489	2834
770	9502	2822
771	9513	2809
772	9525	2797
773	9536	2784
774	9548	2772
775	9559	2759
776	9570	2746
777	9581	2733
778	9596	2722
779	9609	2710
780	9621	2697
781	9633	2685
782	9644	2672
783	9655	2660
784	9666	2647
785	9679	2635
786	9690	2622
787	9701	2609
788	9712	2597
789	9723	2584
790	9734	2572
791	9745	2559
792	9756	2546
793	9768	2534
794	9779	2521
795	9793	2509
796	9854	2510
797	9872	2498
798	9890	2487
799	9908	2477
800	9924	2465
801	9941	2454
802	9957	2442
803	9973	2431
804	9990	2420
805	10005	2408
806	10019	2396
807	10034	2384
808	10049	2372
809	10063	2360
810	10078	2348
811	10093	2336
812	10107	2324
813	10123	2313
814	10140	2301
815	10155	2290
816	10170	2278
817	10184	2265
818	10197	2253
819	10210	2241
820	10224	2229
821	10234	2216
822	10245	2203
823	10257	2190
824	10268	2178
825	10280	2165
826	10291	2152
827	10302	2140
828	10313	2127
829	10325	2114
830	10335	2101
831	10346	2089
832	10356	2076
833	10367	2063
834	10377	2050
835	10388	2037
836	10398	2025
837	10410	2012
838	10421	1999
839	10431	1986
840	10443	1974
841	10454	1961
842	10466	1949
843	10478	1936
844	10489	1924
845	10501	1911
846	10512	1898
847	10523	1886
848	10534	1873
849	10545	1861
850	10556	1848
851	10568	1835
852	10582	1823
853	10592	1810
854	10602	1798
855	10613	1785
856	10624	1772
857	10635	1760
858	10646	1747
859	10657	1734
860	10668	1722
861	10680	1709
862	10691	1697
863	10702	1684
864	10713	1672
865	10725	1659
866	10736	1646
867	10746	1634
868	10757	1621
869	10769	1609
870	10780	1596
871	10790	1583
872	10801	1571
873	10812	1558
874	10823	1546
875	10833	1533
876	10844	1521
877	10857	1508
878	10868	1496
879	10879	1483
880	10890	1471
881	10900	1458
882	10912	1445
883	10923	1433
884	10934	1420
885	10945	1408
886	10957	1395
887	10967	1383
888	10979	1370
889	10991	1358
890	11001	1345
891	11012	1333
892	11023	1320
893	11035	1308
894	11046	1295
895	11057	1283
896	11069	1271
897	11081	1258
898	11093	1246
899	11105	1233
900	11116	1221
901	11129	1209
902	11140	1196
903	11151	1184
904	11162	1171
905	11173	1159
906	11185	1146
907	11197	1134
908	11209	1122
909	11223	1110
910	11234	1097
911	11245	1085
912	11257	1072
913	11268	1060
914	11279	1047
915	11290	1035
916	11301	1022
917	11312	1010
918	11322	997
919	11333	985
920	11344	973
921	11355	960
922	11367	948
923	11378	935
924	11390	923
925	11402	911
926	11415	898
927	11426	886
928	11437	874
929	11449	861
930	11461	849
931	11477	837
932	11491	825
933	11505	813
934	11517	800
935	11528	788
936	11540	775
937	11551	763
938	11564	751
939	11574	738
940	11584	726
941	11596	714
942	11608	701
943	11618	689
944	11628	676
945	11639	664
946	11651	652
947	11662	639
948	11672	627
949	11684	614
950	11695	602
951	11706	590
952	11717	577
953	11729	565
954	11740	553
955	11750	540
956	11760	528
957	11772	516
958	11783	503
959	11795	491
960	11806	479
961	11817	466
962	11828	454
963	11839	442
964	11850	429
965	11861	417
966	11871	405
967	11883	392
968	11894	380
969	11906	368
970	11918	355
971	11930	343
972	11943	331
973	11956	319
974	11969	306
975	11982	294
976	11995	282
977	12007	270
978	12021	257
979	12032	245
980	12044	233
981	12054	220
982	12065	208
983	12076	196
984	12087	184
985	12099	171
986	12109	159
987	12120	147
988	12132	134
989	12142	122
990	12153	110
991	12164	98
992	12175	85
993	12186	73
994	12198	61
995	12208	49
996	12219	36
997	12231	24
998	12242	12
999	12254	0
