iter	MultiClass
511	0.2148112455
512	0.214470484
513	0.2139285117
514	0.213684182
515	0.2132459299
516	0.2129226698
517	0.2123692998
518	0.2120145273
519	0.2116095485
520	0.2109401065
521	0.2107634782
522	0.210391981
523	0.2095718778
524	0.2092680439
525	0.2090621314
526	0.2087464248
527	0.2084964264
528	0.2081285407
529	0.2076366883
530	0.2070985553
531	0.2067320611
532	0.2064844562
533	0.2062479743
534	0.2057822815
535	0.205482615
536	0.2051660758
537	0.2047890429
538	0.2044769451
539	0.2040756869
540	0.2037821522
541	0.2032946443
542	0.2028263689
543	0.202525484
544	0.2021911201
545	0.2018629323
546	0.2017059484
547	0.2013384773
548	0.2009227244
549	0.2004605723
550	0.2001935775
551	0.1998141594
552	0.199600337
553	0.1990194816
554	0.1985875112
555	0.1981275319
556	0.1979903778
557	0.1972354781
558	0.1969876658
559	0.196642854
560	0.1961443751
561	0.1959230849
562	0.1954791635
563	0.1950785496
564	0.1948721903
565	0.1946691825
566	0.1940092861
567	0.1933604617
568	0.1931559983
569	0.192892398
570	0.1923599527
571	0.1920422716
572	0.1918417371
573	0.1917358062
574	0.1913909138
575	0.1908667367
576	0.1903731755
577	0.1900869827
578	0.1898282923
579	0.1894558191
580	0.189218186
581	0.1889222786
582	0.188601226
583	0.1882986594
584	0.1879041261
585	0.1876584655
586	0.1873247212
587	0.1869241916
588	0.1865693977
589	0.1861993561
590	0.1858846782
591	0.1854244454
592	0.1853015613
593	0.1849652114
594	0.1846799337
595	0.184506858
596	0.1844160362
597	0.184204022
598	0.1839881599
599	0.1836443544
600	0.1832084078
601	0.183022995
602	0.182740836
603	0.1825904472
604	0.1821329242
605	0.1816632059
606	0.1811680778
607	0.1808414411
608	0.1804429478
609	0.1801871361
610	0.1796675411
611	0.179278607
612	0.1790530099
613	0.1787456217
614	0.1784977491
615	0.1780765376
616	0.1778130477
617	0.1775184062
618	0.1772148319
619	0.1770011742
620	0.1766523631
621	0.1764969104
622	0.1761835605
623	0.1758502532
624	0.1756740065
625	0.1751630267
626	0.1746934032
627	0.1745127111
628	0.1743182448
629	0.1741053006
630	0.1737526537
631	0.1735371794
632	0.1731441973
633	0.1729445058
634	0.1726921598
635	0.1723929077
636	0.1722528277
637	0.1718725791
638	0.1716219808
639	0.1715369656
640	0.1712379235
641	0.1706271173
642	0.1704044122
643	0.1702751517
644	0.1699801732
645	0.1698435181
646	0.1693955659
647	0.1690129182
648	0.1686345405
649	0.1684785336
650	0.1683001034
651	0.1682205506
652	0.1680606441
653	0.1677190765
654	0.1674167673
655	0.1672406313
656	0.1671383608
657	0.1669572876
658	0.1667809364
659	0.1664344041
660	0.1662956006
661	0.1657696575
662	0.1653377124
663	0.1648144156
664	0.1644717849
665	0.1639776483
666	0.1637148756
667	0.163257733
668	0.1626692879
669	0.1624509812
670	0.162293968
671	0.1620347106
672	0.1616125149
673	0.1613746252
674	0.1607607623
675	0.1603208409
676	0.1602177815
677	0.1599008131
678	0.159691481
679	0.1594075965
680	0.1591011861
681	0.1590113865
682	0.158764325
683	0.1585854049
684	0.1583495924
685	0.1580865674
686	0.1578281364
687	0.1576238784
688	0.1574207289
689	0.1572910523
690	0.1571634416
691	0.156989984
692	0.1567232959
693	0.1562873229
694	0.1560880383
695	0.1559556407
696	0.1557819625
697	0.1553841526
698	0.1550970706
699	0.1548065345
700	0.1546211615
701	0.154479388
702	0.1542175202
703	0.1539977898
704	0.15373319
705	0.153539271
706	0.1534211856
707	0.1532554757
708	0.153077162
709	0.152982309
710	0.1524387628
711	0.1519844943
712	0.1516320036
713	0.1513820191
714	0.1511823275
715	0.151043177
716	0.1508515976
717	0.1505641498
718	0.1501296848
719	0.1497307046
720	0.1495320043
721	0.1493259927
722	0.1491167157
723	0.1487848764
724	0.1485716543
725	0.148415278
726	0.1482160745
727	0.1479428268
728	0.1476941201
729	0.1475698978
730	0.1474966081
731	0.1474113136
732	0.1470446852
733	0.1468226428
734	0.1466398622
735	0.1462574456
736	0.1460595811
737	0.1459071387
738	0.1457205339
739	0.145443283
740	0.1453132238
741	0.1449715508
742	0.1447927797
743	0.144540022
744	0.1442571776
745	0.1440663446
746	0.1438479778
747	0.1437019973
748	0.1435120943
749	0.143346957
750	0.1431241729
751	0.1428884117
752	0.1426878227
753	0.1425628284
754	0.1424610639
755	0.1422051861
756	0.1419910053
757	0.1418337521
758	0.1414491724
759	0.1413284299
760	0.1411558732
761	0.1409457341
762	0.1408303441
763	0.1406178702
764	0.1403494027
765	0.1401536386
766	0.139790583
767	0.1396164879
768	0.1395390759
769	0.139369924
770	0.1391865562
771	0.1390195896
772	0.138781981
773	0.1386889363
774	0.1384649911
775	0.138349326
776	0.1381918662
777	0.1380497428
778	0.1378623898
779	0.1377815838
780	0.1376068258
781	0.1374118308
782	0.1372557961
783	0.1370016353
784	0.1367649842
785	0.1366716805
786	0.136399522
787	0.1360932335
788	0.1358051472
789	0.1356345108
790	0.1353817139
791	0.1352524098
792	0.1350280788
793	0.1347871222
794	0.1346815477
795	0.1343726809
796	0.1341396843
797	0.1339726968
798	0.133649782
799	0.1334664628
800	0.1332856015
801	0.1331367783
802	0.1328492766
803	0.1325995703
804	0.1324725837
805	0.1323579108
806	0.1321713946
807	0.1319481747
808	0.1318145072
809	0.1315219224
810	0.1312695247
811	0.1310860234
812	0.1309767816
813	0.1308736503
814	0.1307229123
815	0.1305829439
816	0.1304504808
817	0.1302866057
818	0.1300879962
819	0.1298688153
820	0.129537075
821	0.1294158792
822	0.1292852644
823	0.1289123915
824	0.1286019041
825	0.1284327016
826	0.1282573763
827	0.1280258809
828	0.1278031629
829	0.1276046902
830	0.1275379952
831	0.1273247898
832	0.1271697128
833	0.1270054102
834	0.1268119316
835	0.1266671361
836	0.1265033131
837	0.1263454053
838	0.1261183924
839	0.1259811048
840	0.1256914474
841	0.1255699556
842	0.1253271624
843	0.1250968413
844	0.1250192661
845	0.1249282996
846	0.124781469
847	0.1244436173
848	0.1242570275
849	0.1241414629
850	0.1238848693
851	0.1237743612
852	0.1236588924
853	0.1235349882
854	0.1234586772
855	0.123309822
856	0.1231801032
857	0.1229906168
858	0.1228408215
859	0.1227783975
860	0.1225596608
861	0.1222759025
862	0.1221830477
863	0.1219252788
864	0.1217907314
865	0.1216244836
866	0.1213742949
867	0.1212081286
868	0.1211153959
869	0.1210411031
870	0.1209531659
871	0.1208156213
872	0.1205342366
873	0.1203736089
874	0.1202605224
875	0.1201081822
876	0.1199637185
877	0.1195319394
878	0.1194072639
879	0.119178622
880	0.1190734126
881	0.118840307
882	0.1186409013
883	0.1184583869
884	0.1183593161
885	0.1182399587
886	0.1180221254
887	0.1177028148
888	0.1175968476
889	0.1174256493
890	0.1172608146
891	0.1171103487
892	0.1170270605
893	0.1168147189
894	0.1165699123
895	0.1164638365
896	0.1162863256
897	0.1160154566
898	0.1159274798
899	0.1157137972
900	0.115582401
901	0.1154677464
902	0.1152901708
903	0.1151904376
904	0.115022562
905	0.1148344298
906	0.1146666263
907	0.1145117365
908	0.1143474504
909	0.11421473
910	0.1140805115
911	0.1138159776
912	0.1136643765
913	0.113587726
914	0.1134552241
915	0.1132721801
916	0.1131618182
917	0.1130348459
918	0.1128151213
919	0.1126581239
920	0.1125904967
921	0.1123413464
922	0.1122189539
923	0.1120238743
924	0.1118743584
925	0.1116000531
926	0.1115126291
927	0.1113804587
928	0.1112645445
929	0.1111177725
930	0.1109682507
931	0.110883355
932	0.1107278981
933	0.1106448913
934	0.1104297037
935	0.1103427919
936	0.1101714876
937	0.1100714233
938	0.1098819182
939	0.1097893975
940	0.1096863192
941	0.1095581635
942	0.1093170093
943	0.1091867379
944	0.1091139206
945	0.1088925897
946	0.1085555803
947	0.1085105139
948	0.108427472
949	0.1081529978
950	0.1079753653
951	0.1078683999
952	0.1078247277
953	0.1076309691
954	0.1074667879
955	0.1073687929
956	0.1072958214
957	0.1071512144
958	0.1070179765
959	0.1068521157
960	0.106763263
961	0.1066552433
962	0.1066118547
963	0.1065268255
964	0.1064112084
965	0.1063552071
966	0.1062223746
967	0.105962588
968	0.1058344132
969	0.1056193113
970	0.1055353962
971	0.1053837661
972	0.1051871187
973	0.1051143616
974	0.1050297243
975	0.1048512242
976	0.1047308026
977	0.1046718415
978	0.1044443306
979	0.1043008264
980	0.1041825515
981	0.1041136169
982	0.1039957821
983	0.1039203246
984	0.1038054624
985	0.1036953429
986	0.1034578237
987	0.1033844213
988	0.1031460905
989	0.1030056796
990	0.1028531576
991	0.1026343937
992	0.1025185824
993	0.1024167419
994	0.1022666651
995	0.1021999814
996	0.1020146754
997	0.1019406786
998	0.1018627653
999	0.1017259713
